,Individual,Site,Date_Collected,Date_Processed,Algal_#,Algae_wt_(g),Eyespot,OMU_size,Magnification,Scope,Initials,Size,Julian_Day
247,LS_2Jul12_20,LS,2-Jul-12,15-May-14,3,,0.0,38.0,4.0,H,NM,0.95,184
248,LS_2Jul12_21,LS,2-Jul-12,15-May-14,3,,1.0,41.0,4.0,H,NM,1.025,184
249,LS_2Jul12_22,LS,2-Jul-12,15-May-14,3,,0.0,50.0,4.0,H,NM,1.25,184
250,LS_2Jul12_23,LS,2-Jul-12,15-May-14,3,,0.0,70.0,4.0,H,NM,1.75,184
251,LS_2Jul12_24,LS,2-Jul-12,15-May-14,3,,0.0,40.0,4.0,H,NM,1.0,184
252,LS_2Jul12_25,LS,2-Jul-12,15-May-14,3,,0.0,30.0,4.0,H,NM,0.75,184
253,LS_2Jul12_26,LS,2-Jul-12,15-May-14,3,,0.0,44.0,4.0,H,NM,1.1,184
254,LS_2Jul12_27,LS,2-Jul-12,15-May-14,3,,0.0,55.0,4.0,H,NM,1.375,184
255,LS_2Jul12_28,LS,2-Jul-12,15-May-14,3,,1.0,29.0,3.0,H,NM,0.9670000000000001,184
256,LS_2Jul12_29,LS,2-Jul-12,15-May-14,3,,1.0,19.0,4.0,H,NM,0.475,184
257,LS_2Jul12_3,LS,2-Jul-12,15-May-14,2,,1.0,36.0,4.0,H,NM,0.9,184
258,LS_2Jul12_30,LS,2-Jul-12,15-May-14,3,,1.0,34.0,3.0,H,NM,1.133,184
259,LS_2Jul12_31,LS,2-Jul-12,15-May-14,3,,1.0,43.0,4.0,H,NM,1.075,184
260,LS_2Jul12_32,LS,2-Jul-12,15-May-14,3,,0.0,51.0,4.0,H,NM,1.275,184
261,LS_2Jul12_33,LS,2-Jul-12,15-May-14,3,,0.0,40.0,4.0,H,NM,1.0,184
262,LS_2Jul12_34,LS,2-Jul-12,15-May-14,3,,1.0,42.0,4.0,H,NM,1.05,184
263,LS_2Jul12_35,LS,2-Jul-12,15-May-14,3,,0.0,61.0,4.0,H,NM,1.525,184
264,LS_2Jul12_36,LS,2-Jul-12,15-May-14,3,,0.0,54.0,4.0,H,NM,1.35,184
265,LS_2Jul12_37,LS,2-Jul-12,15-May-14,3,,1.0,50.0,4.0,H,NM,1.25,184
266,LS_2Jul12_38,LS,2-Jul-12,15-May-14,3,,0.0,64.0,4.0,H,NM,1.6,184
267,LS_2Jul12_39,LS,2-Jul-12,15-May-14,3,,1.0,39.0,4.0,H,NM,0.975,184
268,LS_2Jul12_4,LS,2-Jul-12,15-May-14,3,,1.0,27.0,4.0,H,NM,0.675,184
269,LS_2Jul12_40,LS,2-Jul-12,15-May-14,3,,1.0,30.0,4.0,H,NM,0.75,184
270,LS_2Jul12_41,LS,2-Jul-12,15-May-14,3,,1.0,42.0,4.0,H,NM,1.05,184
271,LS_2Jul12_42,LS,2-Jul-12,15-May-14,3,,1.0,30.0,4.0,H,NM,0.75,184
272,LS_2Jul12_43,LS,2-Jul-12,15-May-14,3,,1.0,42.0,4.0,H,NM,1.05,184
273,LS_2Jul12_44,LS,2-Jul-12,15-May-14,3,,0.0,58.0,4.0,H,NM,1.45,184
274,LS_2Jul12_45,LS,2-Jul-12,15-May-14,3,,0.0,46.0,4.0,H,NM,1.15,184
275,LS_2Jul12_46,LS,2-Jul-12,15-May-14,3,,0.0,51.0,4.0,H,NM,1.275,184
276,LS_2Jul12_47,LS,2-Jul-12,15-May-14,3,,0.0,49.0,4.0,H,NM,1.225,184
277,LS_2Jul12_48,LS,2-Jul-12,15-May-14,3,,0.0,52.0,4.0,H,NM,1.3,184
278,LS_2Jul12_49,LS,2-Jul-12,15-May-14,3,,0.0,48.0,4.0,H,NM,1.2,184
279,LS_2Jul12_5,LS,2-Jul-12,15-May-14,3,,1.0,30.0,4.0,H,NM,0.75,184
280,LS_2Jul12_50,LS,2-Jul-12,15-May-14,3,,0.0,45.0,4.0,H,NM,1.125,184
281,LS_2Jul12_51,LS,2-Jul-12,15-May-14,4,,0.0,50.0,4.0,H,NM,1.25,184
282,LS_2Jul12_52,LS,2-Jul-12,15-May-14,4,,1.0,35.0,4.0,H,NM,0.875,184
283,LS_2Jul12_53,LS,2-Jul-12,15-May-14,4,,1.0,40.0,4.0,H,NM,1.0,184
284,LS_2Jul12_54,LS,2-Jul-12,15-May-14,4,,0.0,49.0,4.0,H,NM,1.225,184
285,LS_2Jul12_55,LS,2-Jul-12,15-May-14,4,,1.0,34.0,4.0,H,NM,0.85,184
286,LS_2Jul12_56,LS,2-Jul-12,15-May-14,4,,0.0,33.0,4.0,H,NM,0.825,184
287,LS_2Jul12_57,LS,2-Jul-12,15-May-14,4,,1.0,42.0,4.0,H,NM,1.05,184
288,LS_2Jul12_58,LS,2-Jul-12,15-May-14,4,,0.0,37.0,4.0,H,NM,0.925,184
289,LS_2Jul12_59,LS,2-Jul-12,15-May-14,4,,0.0,41.0,4.0,H,NM,1.025,184
290,LS_2Jul12_6,LS,2-Jul-12,15-May-14,3,,1.0,58.0,4.0,H,NM,1.45,184
291,LS_2Jul12_60,LS,2-Jul-12,15-May-14,4,,1.0,25.0,4.0,H,NM,0.625,184
292,LS_2Jul12_61,LS,2-Jul-12,20-May-14,4,,1.0,42.0,4.0,H,NM,1.05,184
293,LS_2Jul12_62,LS,2-Jul-12,20-May-14,4,,1.0,40.0,4.0,H,NM,1.0,184
294,LS_2Jul12_63,LS,2-Jul-12,20-May-14,4,,0.0,40.0,4.0,H,NM,1.0,184
295,LS_2Jul12_64,LS,2-Jul-12,20-May-14,4,,0.0,53.0,4.0,H,NM,1.325,184
296,LS_2Jul12_65,LS,2-Jul-12,20-May-14,4,,1.0,36.0,4.0,H,NM,0.9,184
297,LS_2Jul12_66,LS,2-Jul-12,20-May-14,4,,0.0,38.0,4.0,H,NM,0.95,184
298,LS_2Jul12_67,LS,2-Jul-12,20-May-14,4,,0.0,40.0,4.0,H,NM,1.0,184
299,LS_2Jul12_68,LS,2-Jul-12,20-May-14,4,,1.0,40.0,4.0,H,NM,1.0,184
300,LS_2Jul12_69,LS,2-Jul-12,20-May-14,4,,0.0,50.0,4.0,H,NM,1.25,184
301,LS_2Jul12_7,LS,2-Jul-12,15-May-14,3,,1.0,40.0,4.0,H,NM,1.0,184
302,LS_2Jul12_70,LS,2-Jul-12,20-May-14,5,,1.0,38.0,4.0,H,NM,0.95,184
303,LS_2Jul12_71,LS,2-Jul-12,20-May-14,5,,0.0,63.0,4.0,H,NM,1.575,184
304,LS_2Jul12_72,LS,2-Jul-12,20-May-14,5,,1.0,35.0,4.0,H,NM,0.875,184
305,LS_2Jul12_73,LS,2-Jul-12,20-May-14,5,,0.0,49.0,4.0,H,NM,1.225,184
306,LS_2Jul12_74,LS,2-Jul-12,20-May-14,5,,1.0,29.0,4.0,H,NM,0.725,184
307,LS_2Jul12_75,LS,2-Jul-12,20-May-14,5,,1.0,38.0,4.0,H,NM,0.95,184
308,LS_2Jul12_76,LS,2-Jul-12,20-May-14,5,,0.0,65.0,4.0,H,NM,1.625,184
309,LS_2Jul12_8,LS,2-Jul-12,15-May-14,3,,1.0,60.0,4.0,H,NM,1.5,184
310,LS_2Jul12_9,LS,2-Jul-12,15-May-14,3,,1.0,36.0,4.0,H,NM,0.9,184
311,LS_10Jul12_1,LS,10-Jul-12,21-May-14,1,,0.0,42.0,4.0,H,NM,1.05,192
312,LS_10Jul12_10,LS,10-Jul-12,21-May-14,1,,0.0,57.0,4.0,H,NM,1.425,192
313,LS_10Jul12_11,LS,10-Jul-12,21-May-14,1,,0.0,60.0,4.0,H,NM,1.5,192
314,LS_10Jul12_12,LS,10-Jul-12,21-May-14,1,,0.0,51.0,4.0,H,NM,1.275,192
315,LS_10Jul12_13,LS,10-Jul-12,21-May-14,1,,1.0,42.0,4.0,H,NM,1.05,192
316,LS_10Jul12_14,LS,10-Jul-12,21-May-14,1,,1.0,35.0,4.0,H,NM,0.875,192
317,LS_10Jul12_15,LS,10-Jul-12,21-May-14,1,,1.0,49.0,4.0,H,NM,1.225,192
318,LS_10Jul12_16,LS,10-Jul-12,21-May-14,1,,0.0,48.0,4.0,H,NM,1.2,192
319,LS_10Jul12_17,LS,10-Jul-12,21-May-14,1,,0.0,54.0,4.0,H,NM,1.35,192
320,LS_10Jul12_18,LS,10-Jul-12,21-May-14,1,,1.0,37.0,4.0,H,NM,0.925,192
321,LS_10Jul12_19,LS,10-Jul-12,21-May-14,1,,0.0,42.0,4.0,H,NM,1.05,192
322,LS_10Jul12_2,LS,10-Jul-12,21-May-14,1,,0.0,50.0,4.0,H,NM,1.25,192
323,LS_10Jul12_20,LS,10-Jul-12,21-May-14,1,,0.0,72.0,2.0,H,NM,3.6,192
324,LS_10Jul12_21,LS,10-Jul-12,21-May-14,2,,1.0,57.0,4.0,H,NM,1.425,192
325,LS_10Jul12_22,LS,10-Jul-12,21-May-14,2,,1.0,48.0,4.0,H,NM,1.2,192
326,LS_10Jul12_23,LS,10-Jul-12,21-May-14,2,,1.0,49.0,4.0,H,NM,1.225,192
327,LS_10Jul12_24,LS,10-Jul-12,21-May-14,2,,1.0,73.0,4.0,H,NM,1.825,192
328,LS_10Jul12_25,LS,10-Jul-12,21-May-14,2,,0.0,51.0,4.0,H,NM,1.275,192
329,LS_10Jul12_26,LS,10-Jul-12,21-May-14,2,,1.0,45.0,4.0,H,NM,1.125,192
330,LS_10Jul12_27,LS,10-Jul-12,21-May-14,2,,0.0,29.0,4.0,H,NM,0.725,192
331,LS_10Jul12_28,LS,10-Jul-12,21-May-14,2,,1.0,32.0,4.0,H,NM,0.8,192
332,LS_10Jul12_29,LS,10-Jul-12,21-May-14,3,,0.0,46.0,4.0,H,NM,1.15,192
333,LS_10Jul12_3,LS,10-Jul-12,21-May-14,1,,1.0,40.0,4.0,H,NM,1.0,192
334,LS_10Jul12_30,LS,10-Jul-12,21-May-14,3,,0.0,28.0,4.0,H,NM,0.7,192
335,LS_10Jul12_31,LS,10-Jul-12,21-May-14,3,,0.0,24.0,4.0,H,NM,0.6,192
336,LS_10Jul12_32,LS,10-Jul-12,21-May-14,3,,0.0,48.0,4.0,H,NM,1.2,192
337,LS_10Jul12_33,LS,10-Jul-12,21-May-14,3,,0.0,40.0,4.0,H,NM,1.0,192
338,LS_10Jul12_34,LS,10-Jul-12,21-May-14,3,,0.0,53.0,4.0,H,NM,1.325,192
339,LS_10Jul12_35,LS,10-Jul-12,21-May-14,3,,0.0,62.0,4.0,H,NM,1.55,192
340,LS_10Jul12_36,LS,10-Jul-12,21-May-14,3,,1.0,49.0,4.0,H,NM,1.225,192
341,LS_10Jul12_37,LS,10-Jul-12,21-May-14,3,,1.0,49.0,4.0,H,NM,1.225,192
342,LS_10Jul12_38,LS,10-Jul-12,21-May-14,3,,0.0,36.0,4.0,H,NM,0.9,192
343,LS_10Jul12_39,LS,10-Jul-12,21-May-14,3,,0.0,48.0,4.0,H,NM,1.2,192
344,LS_10Jul12_4,LS,10-Jul-12,21-May-14,1,,0.0,49.0,4.0,H,NM,1.225,192
345,LS_10Jul12_40,LS,10-Jul-12,21-May-14,3,,1.0,47.0,4.0,H,NM,1.175,192
346,LS_10Jul12_41,LS,10-Jul-12,21-May-14,4,,0.0,68.0,2.0,H,NM,3.4,192
347,LS_10Jul12_42,LS,10-Jul-12,21-May-14,4,,1.0,70.0,4.0,H,NM,1.75,192
348,LS_10Jul12_43,LS,10-Jul-12,21-May-14,4,,1.0,38.0,4.0,H,NM,0.95,192
349,LS_10Jul12_44,LS,10-Jul-12,21-May-14,4,,1.0,34.0,4.0,H,NM,0.85,192
350,LS_10Jul12_45,LS,10-Jul-12,21-May-14,4,,1.0,49.0,4.0,H,NM,1.225,192
351,LS_10Jul12_46,LS,10-Jul-12,21-May-14,4,,1.0,55.0,4.0,H,NM,1.375,192
352,LS_10Jul12_47,LS,10-Jul-12,21-May-14,4,,1.0,71.0,4.0,H,NM,1.775,192
353,LS_10Jul12_48,LS,10-Jul-12,21-May-14,4,,1.0,52.0,4.0,H,NM,1.3,192
354,LS_10Jul12_49,LS,10-Jul-12,21-May-14,4,,0.0,56.0,4.0,H,NM,1.4,192
355,LS_10Jul12_5,LS,10-Jul-12,21-May-14,1,,1.0,38.0,4.0,H,NM,0.95,192
356,LS_10Jul12_50,LS,10-Jul-12,21-May-14,4,,0.0,50.0,4.0,H,NM,1.25,192
357,LS_10Jul12_51,LS,10-Jul-12,21-May-14,4,,1.0,43.0,4.0,H,NM,1.075,192
358,LS_10Jul12_52,LS,10-Jul-12,21-May-14,4,,0.0,45.0,4.0,H,NM,1.125,192
359,LS_10Jul12_53,LS,10-Jul-12,21-May-14,4,,1.0,36.0,4.0,H,NM,0.9,192
360,LS_10Jul12_54,LS,10-Jul-12,21-May-14,4,,0.0,50.0,4.0,H,NM,1.25,192
361,LS_10Jul12_55,LS,10-Jul-12,21-May-14,4,,0.0,48.0,4.0,H,NM,1.2,192
362,LS_10Jul12_56,LS,10-Jul-12,21-May-14,4,,0.0,46.0,4.0,H,NM,1.15,192
363,LS_10Jul12_57,LS,10-Jul-12,21-May-14,4,,1.0,23.0,4.0,H,NM,0.575,192
364,LS_10Jul12_58,LS,10-Jul-12,21-May-14,4,,0.0,53.0,4.0,H,NM,1.325,192
365,LS_10Jul12_59,LS,10-Jul-12,21-May-14,4,,1.0,48.0,4.0,H,NM,1.2,192
366,LS_10Jul12_6,LS,10-Jul-12,21-May-14,1,,0.0,50.0,4.0,H,NM,1.25,192
367,LS_10Jul12_60,LS,10-Jul-12,21-May-14,4,,1.0,52.0,4.0,H,NM,1.3,192
368,LS_10Jul12_61,LS,10-Jul-12,22-May-14,4,,0.0,64.0,4.0,H,NM,1.6,192
369,LS_10Jul12_62,LS,10-Jul-12,22-May-14,4,,0.0,52.0,4.0,H,NM,1.3,192
370,LS_10Jul12_63,LS,10-Jul-12,22-May-14,4,,0.0,67.0,4.0,H,NM,1.675,192
371,LS_10Jul12_64,LS,10-Jul-12,22-May-14,4,,0.0,40.0,4.0,H,NM,1.0,192
372,LS_10Jul12_65,LS,10-Jul-12,22-May-14,4,,0.0,46.0,4.0,H,NM,1.15,192
373,LS_10Jul12_66,LS,10-Jul-12,22-May-14,4,,0.0,82.0,4.0,H,NM,2.05,192
374,LS_10Jul12_67,LS,10-Jul-12,22-May-14,4,,0.0,52.0,4.0,H,NM,1.3,192
375,LS_10Jul12_68,LS,10-Jul-12,22-May-14,5,,0.0,84.0,4.0,H,NM,2.1,192
376,LS_10Jul12_69,LS,10-Jul-12,22-May-14,5,,0.0,85.0,4.0,H,NM,2.125,192
377,LS_10Jul12_7,LS,10-Jul-12,21-May-14,1,,0.0,52.0,4.0,H,NM,1.3,192
378,LS_10Jul12_70,LS,10-Jul-12,22-May-14,5,,1.0,43.0,4.0,H,NM,1.075,192
379,LS_10Jul12_71,LS,10-Jul-12,22-May-14,5,,1.0,55.0,4.0,H,NM,1.375,192
380,LS_10Jul12_72,LS,10-Jul-12,22-May-14,5,,0.0,40.0,4.0,H,NM,1.0,192
381,LS_10Jul12_73,LS,10-Jul-12,22-May-14,5,,0.0,46.0,4.0,H,NM,1.15,192
382,LS_10Jul12_8,LS,10-Jul-12,21-May-14,1,,0.0,61.0,4.0,H,NM,1.525,192
383,LS_10Jul12_9,LS,10-Jul-12,21-May-14,1,,1.0,38.0,4.0,H,NM,0.95,192
384,LS_16Jul12_1,LS,16-Jul-12,20-May-14,1,,1.0,54.0,4.0,H,NM,1.35,198
385,LS_16Jul12_10,LS,16-Jul-12,20-May-14,1,,1.0,38.0,4.0,H,NM,0.95,198
386,LS_16Jul12_11,LS,16-Jul-12,20-May-14,1,,1.0,44.0,4.0,H,NM,1.1,198
387,LS_16Jul12_12,LS,16-Jul-12,20-May-14,1,,1.0,50.0,4.0,H,NM,1.25,198
388,LS_16Jul12_13,LS,16-Jul-12,20-May-14,1,,0.0,51.0,4.0,H,NM,1.275,198
389,LS_16Jul12_14,LS,16-Jul-12,20-May-14,1,,1.0,70.0,4.0,H,NM,1.75,198
390,LS_16Jul12_15,LS,16-Jul-12,20-May-14,1,,0.0,61.0,4.0,H,NM,1.525,198
391,LS_16Jul12_16,LS,16-Jul-12,20-May-14,1,,1.0,46.0,4.0,H,NM,1.15,198
392,LS_16Jul12_17,LS,16-Jul-12,20-May-14,1,,0.0,52.0,4.0,H,NM,1.3,198
393,LS_16Jul12_18,LS,16-Jul-12,20-May-14,1,,0.0,39.0,4.0,H,NM,0.975,198
394,LS_16Jul12_19,LS,16-Jul-12,20-May-14,1,,1.0,30.0,4.0,H,NM,0.75,198
395,LS_16Jul12_2,LS,16-Jul-12,20-May-14,1,,1.0,51.0,4.0,H,NM,1.275,198
396,LS_16Jul12_20,LS,16-Jul-12,20-May-14,1,,1.0,45.0,4.0,H,NM,1.125,198
397,LS_16Jul12_21,LS,16-Jul-12,20-May-14,2,,0.0,35.0,4.0,H,NM,0.875,198
398,LS_16Jul12_22,LS,16-Jul-12,20-May-14,2,,0.0,44.0,4.0,H,NM,1.1,198
399,LS_16Jul12_23,LS,16-Jul-12,20-May-14,2,,0.0,52.0,4.0,H,NM,1.3,198
400,LS_16Jul12_24,LS,16-Jul-12,20-May-14,2,,0.0,65.0,4.0,H,NM,1.625,198
401,LS_16Jul12_25,LS,16-Jul-12,20-May-14,2,,0.0,50.0,1.5,H,NM,3.0,198
402,LS_16Jul12_26,LS,16-Jul-12,20-May-14,2,,0.0,50.0,4.0,H,NM,1.25,198
403,LS_16Jul12_27,LS,16-Jul-12,20-May-14,2,,0.0,48.0,4.0,H,NM,1.2,198
404,LS_16Jul12_28,LS,16-Jul-12,20-May-14,2,,0.0,43.0,4.0,H,NM,1.075,198
405,LS_16Jul12_29,LS,16-Jul-12,20-May-14,2,,1.0,50.0,4.0,H,NM,1.25,198
406,LS_16Jul12_3,LS,16-Jul-12,20-May-14,1,,1.0,50.0,4.0,H,NM,1.25,198
407,LS_16Jul12_30,LS,16-Jul-12,20-May-14,2,,1.0,36.0,4.0,H,NM,0.9,198
408,LS_16Jul12_31,LS,16-Jul-12,20-May-14,3,,0.0,43.0,4.0,H,NM,1.075,198
409,LS_16Jul12_32,LS,16-Jul-12,20-May-14,3,,1.0,27.0,4.0,H,NM,0.675,198
410,LS_16Jul12_33,LS,16-Jul-12,20-May-14,3,,0.0,60.0,4.0,H,NM,1.5,198
411,LS_16Jul12_34,LS,16-Jul-12,20-May-14,3,,0.0,60.0,4.0,H,NM,1.5,198
412,LS_16Jul12_35,LS,16-Jul-12,20-May-14,3,,0.0,57.0,4.0,H,NM,1.425,198
413,LS_16Jul12_36,LS,16-Jul-12,20-May-14,3,,0.0,55.0,4.0,H,NM,1.375,198
414,LS_16Jul12_37,LS,16-Jul-12,20-May-14,3,,0.0,38.0,4.0,H,NM,0.95,198
415,LS_16Jul12_38,LS,16-Jul-12,20-May-14,3,,0.0,46.0,4.0,H,NM,1.15,198
416,LS_16Jul12_39,LS,16-Jul-12,20-May-14,3,,0.0,51.0,1.5,H,NM,3.06,198
417,LS_16Jul12_4,LS,16-Jul-12,20-May-14,1,,1.0,38.0,4.0,H,NM,0.95,198
418,LS_16Jul12_40,LS,16-Jul-12,20-May-14,3,,1.0,35.0,4.0,H,NM,0.875,198
419,LS_16Jul12_41,LS,16-Jul-12,20-May-14,3,,0.0,45.0,4.0,H,NM,1.125,198
420,LS_16Jul12_42,LS,16-Jul-12,20-May-14,3,,0.0,51.0,4.0,H,NM,1.275,198
421,LS_16Jul12_43,LS,16-Jul-12,20-May-14,3,,1.0,41.0,4.0,H,NM,1.025,198
422,LS_16Jul12_44,LS,16-Jul-12,20-May-14,3,,0.0,59.0,4.0,H,NM,1.475,198
423,LS_16Jul12_45,LS,16-Jul-12,20-May-14,3,,0.0,53.0,4.0,H,NM,1.325,198
424,LS_16Jul12_46,LS,16-Jul-12,20-May-14,3,,0.0,47.0,4.0,H,NM,1.175,198
425,LS_16Jul12_47,LS,16-Jul-12,20-May-14,3,,1.0,28.0,4.0,H,NM,0.7,198
426,LS_16Jul12_48,LS,16-Jul-12,20-May-14,3,,1.0,52.0,4.0,H,NM,1.3,198
427,LS_16Jul12_49,LS,16-Jul-12,20-May-14,3,,0.0,51.0,4.0,H,NM,1.275,198
428,LS_16Jul12_5,LS,16-Jul-12,20-May-14,1,,1.0,38.0,4.0,H,NM,0.95,198
429,LS_16Jul12_50,LS,16-Jul-12,20-May-14,3,,0.0,55.0,4.0,H,NM,1.375,198
430,LS_16Jul12_51,LS,16-Jul-12,20-May-14,3,,0.0,65.0,3.0,H,NM,2.166,198
431,LS_16Jul12_52,LS,16-Jul-12,20-May-14,3,,1.0,32.0,3.0,H,NM,1.067,198
432,LS_16Jul12_53,LS,16-Jul-12,20-May-14,3,,1.0,37.0,3.0,H,NM,1.2329999999999999,198
433,LS_16Jul12_54,LS,16-Jul-12,20-May-14,3,,1.0,43.0,3.0,H,NM,1.433,198
434,LS_16Jul12_55,LS,16-Jul-12,20-May-14,3,,0.0,47.0,3.0,H,NM,1.567,198
435,LS_16Jul12_56,LS,16-Jul-12,20-May-14,3,,1.0,40.0,3.0,H,NM,1.3330000000000002,198
436,LS_16Jul12_57,LS,16-Jul-12,20-May-14,3,,1.0,37.0,3.0,H,NM,1.2329999999999999,198
437,LS_16Jul12_58,LS,16-Jul-12,20-May-14,3,,0.0,49.0,3.0,H,NM,1.633,198
438,LS_16Jul12_59,LS,16-Jul-12,20-May-14,3,,0.0,32.0,3.0,H,NM,1.067,198
439,LS_16Jul12_6,LS,16-Jul-12,20-May-14,1,,0.0,45.0,4.0,H,NM,1.125,198
440,LS_16Jul12_60,LS,16-Jul-12,20-May-14,3,,0.0,44.0,4.0,H,NM,1.1,198
441,LS_16Jul12_61,LS,16-Jul-12,21-May-14,3,,1.0,24.0,4.0,H,NM,0.6,198
442,LS_16Jul12_62,LS,16-Jul-12,21-May-14,3,,0.0,62.0,4.0,H,NM,1.55,198
443,LS_16Jul12_63,LS,16-Jul-12,21-May-14,3,,0.0,44.0,4.0,H,NM,1.1,198
444,LS_16Jul12_64,LS,16-Jul-12,21-May-14,3,,1.0,40.0,4.0,H,NM,1.0,198
445,LS_16Jul12_65,LS,16-Jul-12,21-May-14,3,,0.0,49.0,4.0,H,NM,1.225,198
446,LS_16Jul12_66,LS,16-Jul-12,21-May-14,3,,0.0,58.0,4.0,H,NM,1.45,198
447,LS_16Jul12_67,LS,16-Jul-12,21-May-14,3,,1.0,51.0,4.0,H,NM,1.275,198
448,LS_16Jul12_68,LS,16-Jul-12,21-May-14,3,,1.0,48.0,4.0,H,NM,1.2,198
449,LS_16Jul12_69,LS,16-Jul-12,21-May-14,3,,0.0,69.0,4.0,H,NM,1.725,198
450,LS_16Jul12_7,LS,16-Jul-12,20-May-14,1,,0.0,54.0,4.0,H,NM,1.35,198
451,LS_16Jul12_70,LS,16-Jul-12,21-May-14,3,,0.0,56.0,4.0,H,NM,1.4,198
452,LS_16Jul12_71,LS,16-Jul-12,21-May-14,3,,1.0,48.0,4.0,H,NM,1.2,198
453,LS_16Jul12_72,LS,16-Jul-12,21-May-14,3,,0.0,60.0,4.0,H,NM,1.5,198
454,LS_16Jul12_73,LS,16-Jul-12,21-May-14,3,,1.0,48.0,4.0,H,NM,1.2,198
455,LS_16Jul12_74,LS,16-Jul-12,21-May-14,3,,0.0,80.0,4.0,H,NM,2.0,198
456,LS_16Jul12_75,LS,16-Jul-12,21-May-14,3,,1.0,46.0,4.0,H,NM,1.15,198
457,LS_16Jul12_76,LS,16-Jul-12,21-May-14,3,,0.0,65.0,4.0,H,NM,1.625,198
458,LS_16Jul12_77,LS,16-Jul-12,21-May-14,3,,1.0,55.0,4.0,H,NM,1.375,198
459,LS_16Jul12_78,LS,16-Jul-12,21-May-14,3,,1.0,44.0,4.0,H,NM,1.1,198
460,LS_16Jul12_79,LS,16-Jul-12,21-May-14,4,,1.0,37.0,4.0,H,NM,0.925,198
461,LS_16Jul12_8,LS,16-Jul-12,20-May-14,1,,1.0,50.0,4.0,H,NM,1.25,198
462,LS_16Jul12_80,LS,16-Jul-12,21-May-14,4,,0.0,58.0,4.0,H,NM,1.45,198
463,LS_16Jul12_81,LS,16-Jul-12,21-May-14,5,,0.0,37.0,4.0,H,NM,0.925,198
464,LS_16Jul12_82,LS,16-Jul-12,21-May-14,5,,0.0,19.0,4.0,H,NM,0.475,198
465,LS_16Jul12_83,LS,16-Jul-12,21-May-14,5,,0.0,51.0,4.0,H,NM,1.275,198
466,LS_16Jul12_84,LS,16-Jul-12,21-May-14,5,,1.0,58.0,4.0,H,NM,1.45,198
467,LS_16Jul12_85,LS,16-Jul-12,21-May-14,5,,0.0,50.0,4.0,H,NM,1.25,198
468,LS_16Jul12_86,LS,16-Jul-12,21-May-14,5,,0.0,60.0,4.0,H,NM,1.5,198
469,LS_16Jul12_87,LS,16-Jul-12,21-May-14,5,,1.0,36.0,4.0,H,NM,0.9,198
470,LS_16Jul12_88,LS,16-Jul-12,21-May-14,5,,1.0,54.0,4.0,H,NM,1.35,198
471,LS_16Jul12_89,LS,16-Jul-12,21-May-14,5,,1.0,52.0,4.0,H,NM,1.3,198
472,LS_16Jul12_9,LS,16-Jul-12,20-May-14,1,,1.0,34.0,4.0,H,NM,0.85,198
473,LS_16Jul12_90,LS,16-Jul-12,21-May-14,5,,0.0,65.0,4.0,H,NM,1.625,198
474,LS_16Jul12_91,LS,16-Jul-12,21-May-14,5,,0.0,45.0,4.0,H,NM,1.125,198
475,LS_16Jul12_92,LS,16-Jul-12,21-May-14,5,,0.0,54.0,4.0,H,NM,1.35,198
476,LS_16Jul12_93,LS,16-Jul-12,21-May-14,5,,1.0,50.0,4.0,H,NM,1.25,198
477,LS_16Jul12_94,LS,16-Jul-12,21-May-14,5,,1.0,49.0,4.0,H,NM,1.225,198
478,LS_16Jul12_95,LS,16-Jul-12,21-May-14,5,,1.0,66.0,4.0,H,NM,1.65,198
479,LS_21Aug12_1,LS,21-Aug-12,2-Jun-14,1,,0.0,31.0,4.0,H,NM,0.775,234
480,LS_21Aug12_2,LS,21-Aug-12,2-Jun-14,1,,0.0,61.0,2.0,H,NM,3.05,234
481,LS_21Aug12_3,LS,21-Aug-12,2-Jun-14,2,,0.0,42.0,3.0,H,NM,1.4,234
482,LS_21Aug12_4,LS,21-Aug-12,2-Jun-14,5,,0.0,50.0,3.0,H,NM,1.6669999999999998,234
483,LS_21Aug12_5,LS,21-Aug-12,2-Jun-14,5,,0.0,25.0,3.0,H,NM,0.833,234
484,LS_27Aug12_1,LS,27-Aug-12,2-Jun-14,1,,0.0,34.0,3.0,H,NM,1.133,240
485,LS_27Aug12_2,LS,27-Aug-12,2-Jun-14,2,,1.0,35.0,3.0,H,NM,1.167,240
486,LS_27Aug12_3,LS,27-Aug-12,2-Jun-14,4,,0.0,35.0,3.0,H,NM,1.167,240
487,LS_27Aug12_4,LS,27-Aug-12,2-Jun-14,5,,1.0,25.0,3.0,H,NM,0.833,240
488,LS_27Aug12_5,LS,27-Aug-12,2-Jun-14,5,,0.0,50.0,3.0,H,NM,1.6669999999999998,240
489,LS_27Aug12_6,LS,27-Aug-12,2-Jun-14,5,,1.0,35.0,3.0,H,NM,1.167,240
490,LS_27Aug12_7,LS,27-Aug-12,2-Jun-14,5,,1.0,26.0,3.0,H,NM,0.867,240
491,LS_2Sep12_1,LS,2-Sep-12,3-Jun-14,1,,0.0,65.0,3.0,H,NM,2.166,246
492,LS_2Sep12_10,LS,2-Sep-12,3-Jun-14,5,,0.0,40.0,3.0,H,NM,1.3330000000000002,246
493,LS_2Sep12_11,LS,2-Sep-12,3-Jun-14,5,,0.0,35.0,3.0,H,NM,1.167,246
